year,store_id,product_id,promotion,holiday,weekday,month,price_level,stock_level,total_sales
2000,4,331,1,0,6,6,2,660,160
2000,94,188,1,0,0,6,5,732,89
2000,23,235,0,1,1,6,4,224,86
2000,15,371,1,1,2,6,1,810,166
2000,43,411,0,1,3,6,1,941,138
2000,29,183,1,1,4,6,1,431,161
2000,36,287,0,1,5,6,1,984,156
2000,13,123,0,0,6,6,5,196,77
2000,32,158,1,0,0,6,4,285,111
2000,71,323,1,0,1,6,1,935,137
2000,59,13,1,0,2,6,4,297,85
2000,86,315,1,1,3,6,5,987,149
2000,28,54,0,1,4,6,3,496,99
2000,66,360,0,1,5,6,3,498,129
2000,42,277,0,0,6,6,3,23,110
2000,45,43,1,0,0,6,2,208,109
2000,62,267,0,1,1,6,4,314,92
2000,57,109,0,0,2,6,5,192,34
2000,6,323,0,1,3,6,2,565,117
2000,28,166,0,1,4,6,3,826,145
2000,28,351,1,0,5,7,3,233,146
2000,44,408,1,0,6,7,3,893,126
2000,84,106,1,1,0,7,5,334,108
2000,30,51,1,0,1,7,3,315,107
2000,62,204,0,0,2,7,4,549,58
2000,75,445,0,0,3,7,3,897,71
2000,92,302,1,0,4,7,2,704,141
2000,89,43,1,0,5,7,3,903,154
2000,62,283,1,0,6,7,2,995,147
2000,97,85,0,0,0,7,1,522,106
2000,1,217,1,0,1,7,5,937,86
2000,27,158,0,0,2,7,4,243,62
2000,62,350,0,1,3,7,3,694,129
2000,77,127,1,0,4,7,3,424,96
2000,3,191,1,1,5,7,3,491,186
2000,70,266,1,1,6,7,3,493,191
2000,72,387,1,1,0,7,2,228,157
2000,27,461,1,0,1,7,5,642,80
2000,9,60,1,0,2,7,2,650,117
2000,62,283,0,0,3,7,3,315,75
2000,37,466,1,1,4,7,2,649,159
2000,97,379,1,0,5,7,3,139,111
2000,51,429,0,1,6,7,1,963,166
2000,44,62,0,0,0,7,2,896,90
2000,24,408,0,0,1,7,5,807,70
2000,79,302,1,0,2,7,1,38,126
2000,59,126,0,1,3,7,4,511,103
2000,32,462,0,1,4,7,2,15,132
2000,96,487,1,0,5,7,2,883,164
2000,88,172,1,0,6,7,4,354,106
2000,52,63,0,1,0,7,5,408,113
2000,62,260,1,1,1,8,1,923,191
2000,58,16,1,0,2,8,4,251,94
2000,52,179,1,1,3,8,5,938,134
2000,12,330,0,1,4,8,1,774,140
2000,39,368,1,0,5,8,5,847,132
2000,2,101,1,0,6,8,5,848,132
2000,3,475,0,0,0,8,3,372,62
2000,56,176,0,0,1,8,2,251,102
2000,81,193,0,1,2,8,1,668,141
2000,59,453,0,0,3,8,3,202,67
2000,2,461,1,1,4,8,1,81,176
2000,2,301,1,0,5,8,3,633,134
2000,92,387,1,1,6,8,1,331,179
2000,54,273,1,0,0,8,2,979,138
2000,87,467,1,1,1,8,5,702,128
2000,96,421,1,0,2,8,2,138,112
2000,97,261,1,0,3,8,1,896,135
2000,1,175,0,0,4,8,2,638,104
2000,19,234,1,0,5,8,1,795,158
2000,2,300,1,0,6,8,4,118,102
2000,53,216,0,0,0,8,4,45,43
2000,44,491,1,0,1,8,1,337,115
2000,90,417,0,0,2,8,4,514,56
2000,32,247,0,1,3,8,5,141,73
2000,70,21,1,0,4,8,1,678,114
2000,32,451,0,1,5,8,3,536,136
2000,68,324,1,0,6,8,4,162,120
2000,55,243,0,0,0,8,5,285,58
2000,75,288,0,0,1,8,1,935,116
2000,56,280,1,1,2,8,3,979,163
2000,17,244,1,1,3,8,5,606,134
2000,38,163,0,1,4,9,4,121,118
2000,24,146,0,1,5,9,1,742,188
2000,69,67,1,1,6,9,4,906,155
2000,98,103,1,0,0,9,3,577,112
2000,70,310,0,1,1,9,1,38,118
2000,86,410,1,1,2,9,5,283,123
2000,11,444,0,1,3,9,4,191,105
2000,16,125,1,1,4,9,2,230,148
2000,97,117,1,1,5,9,5,642,148
2000,73,472,0,1,6,9,4,376,148
2000,59,251,1,1,0,9,2,83,143
2000,70,321,0,0,1,9,3,585,69
2000,80,435,0,1,2,9,1,219,125
2000,93,370,0,1,3,9,3,374,101
2000,3,226,0,0,4,9,3,880,85
2000,20,188,1,0,5,9,1,773,151
2000,59,187,1,0,6,9,5,492,122
2000,36,76,0,0,0,9,4,163,79
2000,19,273,1,1,1,9,3,898,169
2000,90,469,1,1,2,9,5,980,124
2000,67,149,1,1,3,9,2,598,155
2000,19,195,1,1,4,9,3,531,163
2000,20,364,1,0,5,9,5,453,114
2000,96,284,1,1,6,9,5,243,157
2000,71,473,0,1,0,9,4,120,119
2000,52,44,1,1,1,9,3,440,130
2000,33,454,1,1,2,9,1,563,182
2000,40,446,0,1,3,9,4,776,96
2000,39,170,0,1,4,9,1,616,129
2000,82,94,0,0,5,9,1,74,122
2000,1,224,1,0,6,10,5,490,97
2000,11,278,0,1,0,10,1,323,153
2000,92,38,0,0,1,10,1,453,91
2000,57,270,1,0,2,10,4,305,112
2000,89,482,0,1,3,10,3,645,126
2000,50,235,1,0,4,10,4,554,81
2000,23,111,1,0,5,10,5,823,121
2000,31,378,1,0,6,10,3,16,113
2000,94,410,1,1,0,10,4,799,133
2000,42,168,1,1,1,10,3,983,158
2000,99,54,1,0,2,10,2,266,123
2000,7,397,1,1,3,10,4,234,115
2000,16,127,1,1,4,10,3,153,126
2000,90,478,0,1,5,10,1,145,164
2000,60,275,0,1,6,10,2,541,149
2000,2,42,1,1,0,10,1,703,173
2000,1,41,1,0,1,10,2,362,118
2000,48,50,1,1,2,10,5,671,152
2000,12,487,1,0,3,10,3,568,93
2000,69,387,1,1,4,10,2,61,151
2000,37,159,0,1,5,10,3,390,124
2000,32,332,0,0,6,10,5,900,82
2000,9,399,1,0,0,10,2,761,126
2000,99,182,0,0,1,10,3,837,73
2000,19,181,0,0,2,10,4,141,76
2000,48,429,1,1,3,10,3,979,147
2000,80,166,1,0,4,10,3,850,103
2000,3,232,1,1,5,10,3,992,183
2000,20,206,0,1,6,10,1,102,138
2000,24,355,1,0,0,10,2,813,141
2000,54,464,1,0,1,10,3,11,89
2000,33,50,1,0,2,11,5,382,87
2000,24,408,0,1,3,11,3,82,129
2000,75,401,0,0,4,11,3,486,95
2000,72,146,1,1,5,11,4,49,174
2000,36,298,1,0,6,11,4,875,130
2000,38,145,0,0,0,11,4,846,64
2000,84,16,0,1,1,11,1,72,145
2000,99,85,1,1,2,11,5,424,134
2000,89,216,1,0,3,11,2,464,137
2000,99,482,0,1,4,11,5,519,103
2000,25,52,0,0,5,11,4,770,107
2000,93,36,0,0,6,11,5,819,87
2000,18,107,0,1,0,11,1,845,147
2000,82,219,0,0,1,11,3,138,74
2000,66,423,1,1,2,11,4,559,134
2000,54,337,1,1,3,11,2,139,149
2000,35,409,1,0,4,11,1,244,132
2000,80,371,0,0,5,11,5,818,104
2000,61,486,1,1,6,11,2,515,193
2000,41,298,1,1,0,11,2,625,179
2000,100,254,1,0,1,11,4,656,100
2000,33,405,1,0,2,11,3,882,97
2000,68,68,0,0,3,11,1,796,109
2000,33,473,1,0,4,11,5,621,95
2000,14,187,0,0,5,11,5,406,72
2000,21,124,1,1,6,11,1,61,191
2000,48,30,0,1,0,11,1,503,153
2000,20,185,1,1,1,11,2,639,173
2000,8,289,1,1,2,11,3,78,160
2000,7,359,0,1,3,11,3,139,123
2000,67,474,0,1,4,12,4,559,118
2000,17,473,0,0,5,12,5,416,96
2000,33,53,0,1,6,12,5,396,105
2000,48,400,1,0,0,12,1,350,119
2000,76,177,1,1,1,12,4,969,133
2000,59,472,0,1,2,12,3,482,136
2000,86,133,1,1,3,12,3,165,131
2000,22,362,1,0,4,12,3,120,119
2000,30,487,1,1,5,12,4,755,165
2000,38,77,0,1,6,12,4,214,131
2000,51,350,1,0,0,12,1,716,121
2000,54,60,1,0,1,12,2,113,126
2000,8,455,0,1,2,12,4,478,127
2000,27,367,0,1,3,12,3,177,93
2000,27,465,1,0,4,12,4,892,112
2000,98,311,1,1,5,12,2,486,192
2000,21,91,0,0,6,12,4,267,105
2000,30,419,1,0,0,12,3,726,101
2000,97,453,0,0,1,12,1,793,109
2000,28,298,1,0,2,12,4,350,116
2000,64,325,0,1,3,12,3,730,123
2000,97,280,0,1,4,12,4,978,100
2000,69,199,1,1,5,12,1,112,198
2000,61,455,0,1,6,12,5,460,128
2000,48,118,1,0,0,12,3,349,95
2000,19,183,1,0,1,12,3,576,117
2000,4,398,1,1,2,12,4,514,131
2000,35,55,1,0,3,12,5,135,84
2000,64,271,1,0,4,12,3,890,133
2000,49,5,0,1,5,12,3,765,167
2000,17,101,1,1,6,12,5,89,138
2001,44,388,1,1,0,1,4,968,162
2001,92,286,1,0,1,1,3,157,119
2001,30,468,0,0,2,1,3,810,105
2001,93,53,0,1,3,1,1,397,126
2001,46,218,0,1,4,1,2,16,137
2001,6,329,0,0,5,1,3,372,102
2001,99,286,1,0,6,1,3,710,139
2001,37,492,1,1,0,1,3,935,144
2001,24,240,0,1,1,1,1,705,139
2001,93,214,0,0,2,1,5,468,42
2001,46,104,0,0,3,1,2,903,96
2001,53,361,0,0,4,1,1,485,95
2001,95,364,1,1,5,1,2,247,190
2001,99,222,0,0,6,1,4,133,97
2001,60,340,1,0,0,1,3,913,102
2001,97,348,1,0,1,1,5,230,93
2001,63,189,0,0,2,1,2,321,76
2001,85,327,1,0,3,1,3,129,91
2001,32,324,1,0,4,1,5,443,86
2001,87,476,0,0,5,1,3,635,119
2001,33,311,1,1,6,1,3,386,153
2001,67,99,0,1,0,1,5,220,108
2001,18,97,0,1,1,1,3,112,101
2001,25,327,0,1,2,1,4,262,116
2001,95,73,1,1,3,1,1,686,181
2001,54,482,1,1,4,1,2,29,145
2001,58,256,0,1,5,1,5,546,128
2001,67,231,0,1,6,1,1,314,150
2001,46,170,1,1,0,1,2,464,150
2001,24,482,1,0,1,1,5,445,107
2001,32,333,0,0,2,1,5,942,50
2001,47,157,1,1,3,2,4,886,154
2001,86,419,1,0,4,2,5,976,109
2001,23,429,1,0,5,2,4,784,149
2001,66,458,1,0,6,2,2,820,145
2001,27,222,1,1,0,2,3,928,157
2001,2,364,0,1,1,2,4,830,113
2001,90,346,0,1,2,2,3,636,120
2001,17,99,0,0,3,2,3,937,97
2001,33,220,0,0,4,2,5,175,72
2001,9,413,0,0,5,2,1,573,114
2001,43,244,0,1,6,2,3,98,127
2001,48,454,1,1,0,2,1,774,159
2001,39,259,1,1,1,2,4,114,149
2001,93,477,0,0,2,2,3,742,98
2001,42,441,1,1,3,2,3,694,160
2001,26,194,0,0,4,2,3,228,87
2001,99,375,0,0,5,2,1,467,123
2001,50,150,0,1,6,2,4,165,128
2001,25,494,1,0,0,2,1,857,129
2001,24,367,1,0,1,2,2,324,104
2001,13,498,1,0,2,2,2,509,136
2001,60,155,1,0,3,2,5,756,86
2001,7,499,0,0,4,2,3,38,73
2001,57,22,1,0,5,2,2,412,148
2001,36,458,1,1,6,2,2,511,171
2001,45,116,1,0,0,2,1,845,125
2001,20,113,0,1,1,2,4,668,128
2001,65,433,0,0,2,2,3,108,63
2001,8,211,1,0,3,3,3,870,113
2001,16,24,1,1,4,3,5,741,153
2001,14,283,1,1,5,3,4,438,177
2001,76,292,0,1,6,3,3,206,125
2001,87,363,1,1,0,3,1,59,146
2001,15,401,0,1,1,3,3,489,132
2001,92,56,0,0,2,3,2,251,98
2001,98,266,1,1,3,3,3,193,123
2001,66,54,0,0,4,3,2,3,84
2001,32,337,1,1,5,3,4,531,165
2001,87,108,1,1,6,3,2,869,198
2001,63,202,1,0,0,3,4,946,116
2001,86,202,1,0,1,3,5,721,109
2001,51,422,0,1,2,3,2,233,115
2001,25,337,1,0,3,3,4,197,102
2001,58,383,1,0,4,3,1,566,114
2001,63,474,0,1,5,3,4,557,124
2001,62,218,0,0,6,3,5,46,74
2001,22,243,1,1,0,3,2,597,177
2001,58,354,0,1,1,3,1,75,127
2001,58,388,1,1,2,3,4,325,150
2001,86,178,1,1,3,3,2,909,154
2001,49,475,1,1,4,3,5,209,141
2001,52,61,0,1,5,3,3,982,169
2001,42,405,1,1,6,3,5,467,147
2001,70,36,0,0,0,3,5,466,55
2001,15,358,0,1,1,3,2,388,130
2001,54,46,1,0,2,3,2,799,110
2001,60,95,1,0,3,3,4,377,101
2001,97,327,1,1,4,3,1,857,178
2001,8,44,0,0,5,3,5,240,82
2001,53,320,0,0,6,4,2,681,122
2001,60,226,1,0,0,4,2,935,141
2001,5,146,0,0,1,4,5,862,85
2001,68,472,0,0,2,4,4,403,60
2001,6,269,0,1,3,4,2,812,143
2001,96,13,1,1,4,4,3,651,156
2001,94,25,1,0,5,4,3,936,128
2001,47,261,0,1,6,4,1,241,175
2001,99,128,0,1,0,4,4,237,121
2001,55,39,1,0,1,4,5,137,98
2001,40,157,0,0,2,4,5,884,55
2001,52,364,0,0,3,4,5,489,61
2001,16,185,1,1,4,4,3,385,137
2001,13,174,1,0,5,4,5,951,138
2001,30,417,1,0,6,4,1,655,156
2001,19,472,0,1,0,4,3,44,117
2001,17,394,1,0,1,4,2,942,126
2001,63,186,0,1,2,4,4,168,112
2001,19,281,1,1,3,4,2,299,142
2001,92,489,1,1,4,4,2,893,178
2001,58,74,1,0,5,4,4,881,116
2001,55,295,1,0,6,4,4,838,115
2001,90,16,1,0,0,4,5,697,106
2001,90,188,1,0,1,4,5,182,88
2001,62,412,0,1,2,4,1,466,152
2001,23,460,1,1,3,4,4,212,126
2001,9,172,0,1,4,4,4,280,105
2001,12,186,1,1,5,4,2,498,200
2001,1,32,0,0,6,4,5,267,60
2001,58,63,0,1,0,4,1,913,143
2001,1,499,0,0,1,5,5,448,73
2001,34,349,1,0,2,5,4,846,86
2001,96,301,0,1,3,5,1,437,128
2001,48,309,1,1,4,5,5,319,137
2001,89,189,0,0,5,5,2,190,90
2001,1,306,1,1,6,5,5,526,157
2001,16,411,0,1,0,5,5,375,97
2001,61,26,0,0,1,5,1,580,107
2001,64,387,1,1,2,5,1,720,188
2001,63,346,0,0,3,5,3,354,67
2001,69,39,0,0,4,5,4,988,60
2001,22,193,0,0,5,5,2,901,110
2001,93,163,0,1,6,5,5,156,130
2001,67,53,1,0,0,5,1,921,150
2001,76,475,0,1,1,5,5,759,112
2001,26,174,1,1,2,5,5,586,117
2001,16,196,1,1,3,5,5,362,144
2001,51,211,0,0,4,5,5,640,73
2001,86,278,0,0,5,5,2,463,122
2001,57,188,1,1,6,5,2,412,196
2001,29,390,0,0,0,5,2,203,99
2001,78,308,0,0,1,5,2,910,83
2001,92,457,1,0,2,5,3,813,97
2001,69,331,1,0,3,5,1,191,123
2001,47,214,0,1,4,5,4,420,100
2001,94,495,0,0,5,5,4,438,99
2001,62,329,0,0,6,5,1,823,134
2001,69,29,0,0,0,5,4,73,45
2001,76,171,1,1,1,5,3,656,144
2001,16,122,1,1,2,5,1,718,163
2001,90,458,0,0,3,5,4,766,74
2001,90,418,1,0,4,6,5,625,75
2001,48,159,1,1,5,6,3,472,172
2001,85,86,1,1,6,6,4,711,181
2001,39,302,0,1,0,6,3,952,115
2001,100,4,1,1,1,6,1,789,168
2001,33,2,0,0,2,6,1,134,88
2001,94,133,1,0,3,6,1,584,127
2001,23,302,1,1,4,6,4,770,132
2001,10,79,0,0,5,6,2,437,99
2001,69,147,0,1,6,6,3,695,150
2001,100,166,0,1,0,6,4,191,105
2001,34,315,0,0,1,6,3,776,90
2001,52,463,0,1,2,6,5,586,91
2001,95,238,0,0,3,6,1,49,85
2001,10,328,0,0,4,6,1,70,90
2001,19,276,1,0,5,6,2,312,160
2001,58,204,1,0,6,6,1,7,163
2001,96,452,1,0,0,6,5,374,85
2001,1,53,0,1,1,6,3,308,129
2001,69,486,1,0,2,6,4,74,80
2001,4,107,0,1,3,6,1,418,142
2001,16,55,1,0,4,6,4,112,99
2001,24,246,0,0,5,6,2,176,93
2001,80,423,0,1,6,6,1,151,176
2001,2,377,0,0,0,6,2,77,85
2001,92,164,1,0,1,6,3,774,114
2001,32,442,1,0,2,6,3,807,132
2001,91,15,1,1,3,6,5,690,143
2001,84,1,0,0,4,6,1,419,80
2001,24,351,1,0,5,6,4,161,135
2001,12,137,1,1,6,7,1,329,185
2001,50,151,1,1,0,7,3,356,136
2001,35,180,1,1,1,7,2,692,148
2001,33,410,0,0,2,7,5,892,51
2001,33,232,0,0,3,7,4,66,41
2001,61,492,0,0,4,7,2,672,104
2001,51,487,1,0,5,7,4,869,128
2001,43,188,0,0,6,7,5,847,75
2001,12,18,0,0,0,7,5,245,67
2001,67,225,0,0,1,7,4,241,65
2001,65,105,1,0,2,7,3,871,136
2001,33,487,0,0,3,7,2,321,74
2001,40,206,1,0,4,7,2,617,129
2001,74,186,0,0,5,7,1,309,117
2001,43,65,1,0,6,7,2,764,151
2001,44,333,0,0,0,7,3,832,79
2001,29,372,1,1,1,7,3,196,149
2001,13,207,1,0,2,7,4,505,99
2001,12,229,1,1,3,7,1,295,181
2001,95,69,1,0,4,7,2,847,124
2001,46,142,1,1,5,7,2,959,186
2001,2,206,0,1,6,7,5,109,109
2001,35,174,1,1,0,7,4,649,125
2001,87,197,0,0,1,7,1,977,125
2001,81,331,1,1,2,7,3,13,131
2001,90,416,0,1,3,7,2,124,134
2001,8,307,0,1,4,7,2,970,136
2001,93,197,0,1,5,7,5,50,126
2001,26,228,1,0,6,7,5,730,118
2001,74,271,0,1,0,7,2,896,145
2001,90,437,1,0,1,7,2,792,108
2001,34,199,1,0,2,8,5,121,68
2001,7,325,0,1,3,8,3,481,135
2001,68,478,1,0,4,8,2,533,105
2001,58,15,0,1,5,8,4,547,148
2001,75,286,1,0,6,8,2,794,150
2001,29,334,0,0,0,8,4,237,68
2001,36,408,1,0,1,8,5,532,71
2001,89,216,0,1,2,8,3,414,129
2001,21,35,1,0,3,8,1,476,112
2001,36,69,1,0,4,8,1,645,114
2001,10,396,0,0,5,8,1,819,125
2001,73,212,1,1,6,8,5,858,174
2001,24,46,1,1,0,8,5,335,112
2001,64,382,1,1,1,8,2,135,135
2001,99,453,1,0,2,8,3,61,113
2001,49,248,0,1,3,8,3,734,119
2001,99,420,1,0,4,8,2,905,114
2001,36,85,0,0,5,8,3,966,118
2001,82,48,0,0,6,8,3,114,92
2001,96,231,1,1,0,8,2,935,157
2001,24,67,1,0,1,8,5,207,97
2001,23,477,0,1,2,8,1,34,131
2001,62,438,0,1,3,8,2,508,111
2001,96,89,1,0,4,8,2,981,135
2001,37,219,1,0,5,8,1,468,161
2001,12,420,1,0,6,8,1,793,151
2001,55,52,0,0,0,8,4,585,75
2001,13,22,0,0,1,8,4,839,86
2001,23,422,1,1,2,8,4,319,148
2001,89,99,0,1,3,8,5,876,110
2001,99,446,1,1,4,8,2,765,147
2001,30,449,0,0,5,9,4,215,75
2001,17,131,0,0,6,9,5,771,88
2001,62,88,0,0,0,9,1,582,112
2001,84,136,1,1,1,9,4,643,128
2001,89,496,0,0,2,9,2,104,71
2001,86,374,0,1,3,9,3,527,121
2001,13,39,1,1,4,9,5,875,145
2001,59,18,1,0,5,9,5,268,128
2001,19,105,0,1,6,9,1,226,157
2001,49,387,0,0,0,9,1,689,98
2001,100,146,1,0,1,9,1,322,129
2001,12,336,1,1,2,9,4,415,143
2001,61,224,0,0,3,9,1,514,119
2001,19,117,1,0,4,9,3,351,110
2001,76,1,1,0,5,9,5,94,94
2001,9,117,1,0,6,9,5,743,122
2001,71,384,1,0,0,9,1,549,142
2001,28,26,0,0,1,9,2,194,95
2001,78,436,1,0,2,9,5,493,70
2001,95,496,1,1,3,9,4,294,123
2001,52,12,1,0,4,9,2,184,97
2001,83,294,0,0,5,9,2,566,99
2001,16,341,1,1,6,9,3,922,200
2001,69,169,0,1,0,9,1,527,120
2001,99,53,1,0,1,9,4,387,93
2001,12,269,0,0,2,9,2,817,82
2001,25,248,0,0,3,9,2,230,90
2001,52,128,1,1,4,9,1,301,156
2001,85,76,0,0,5,9,4,634,88
2001,100,269,1,0,6,9,1,425,155
2001,53,146,0,1,0,10,4,816,102
2001,23,403,0,1,1,10,1,853,145
2001,16,403,0,1,2,10,1,427,147
2001,57,499,1,0,3,10,1,927,143
2001,39,454,0,0,4,10,3,71,86
2001,53,48,0,0,5,10,1,301,134
2001,42,199,0,1,6,10,2,857,148
2001,58,71,1,0,0,10,3,251,124
2001,39,412,1,0,1,10,1,760,131
2001,14,92,0,0,2,10,4,203,83
2001,95,403,0,1,3,10,5,966,126
2001,5,464,1,0,4,10,3,804,101
2001,35,209,1,1,5,10,4,470,147
2001,87,342,0,1,6,10,3,1,120
2001,93,339,1,1,0,10,4,962,165
2001,75,48,1,1,1,10,2,708,172
2001,18,29,1,1,2,10,4,336,137
2001,76,176,0,1,3,10,2,190,117
2001,9,19,0,0,4,10,4,650,59
2001,74,495,0,1,5,10,3,251,140
2001,58,355,0,1,6,10,5,657,116
2001,17,47,0,0,0,10,3,176,90
2001,7,345,1,1,1,10,2,727,172
2001,46,60,1,0,2,10,4,723,117
